order_date,customer_id,gender,product,category,quantity,unit_price,payment_method,region,country,latitude,longitude
2024-01-20,27-2581124,Male,Coconut Oil,Food - Oils & Vinegars,3.6741342131,6.49,,,Kenya,0.490107,
2025-05-26,73-7911720,Male,Classic White T-Shirt,Clothing - Tops,10.4027554801,19.99,mastercard,,Kenya,1.7488388,40.058633
2025-06-22,25-8432454,Female,Kids' Craft Supplies Set,Toys,1.2460791261,24.99,americanexpress,,Kenya,,
2023-12-01,35-3739684,Male,Tuna Fish (canned),Food - Canned Goods,7.0318411813,2.29,americanexpress,,Kenya,2.3354966,37.9943453
2025-06-06,22-0370812,Female,Digital Wireless Meat Thermometer,Kitchen,9.5511024917,39.99,americanexpress,,Kenya,1.3081095,35.2066038
2024-03-09,91-8913023,Female,Reflective Safety Vest,Safety,9.388131814,19.99,,,Kenya,,
2024-08-07,63-7632482,Male,Kombucha Drink,Food - Beverages,0.8863998149,3.49,americanexpress,,Kenya,,
2025-06-28,75-6640317,Male,Fire Roasted Salsa,Food - Condiments,5.5547200346,2.49,,,Kenya,-1.0387569,
2024-10-18,98-3134782,Male,Smoked Gouda Cheese,Food - Dairy,15.1982727279,5.49,mastercard,,Kenya,,35.6040785
2024-03-21,86-0200440,Male,Dark Chocolate Tart,Food - Desserts,0.755085761,6.29,visa,,Kenya,-0.4993281,37.2784835
2025-10-10,83-6801185,Male,Vegetable Stir Fry Mix,Food - Fresh Produce,1.9255615084,3.29,visa,,Kenya,,35.286286
2024-05-10,22-0118546,Male,Outdoor Picnic Blanket,Outdoor,2.4196147694,34.99,,,Kenya,,35.2697802
2024-08-17,23-3607044,Male,Memory Foam Mattress Topper,Home,16.356810385,109.99,visa,,Kenya,,40.529246
2024-06-02,72-2604093,Female,Caramelized Onion Dip,Food - Dairy,2.1669044252,3.99,,,Kenya,,
2024-04-27,72-1442435,Male,Ginger Turmeric Latte Mix,Food - Beverages,17.3823558781,5.29,visa,,Kenya,,39.3180297
2024-02-01,55-3634333,Male,Thai Red Curry Paste,Food - Condiments,2.9202608851,3.99,,,Kenya,0.636206,34.2782765
2024-05-05,28-9543656,Female,Almond Flour Pizza Crust,Food - Frozen Foods,0.8455379958,7.99,visa,,Kenya,-4.1393386,39.3180297
2024-08-19,31-1317256,Female,Key Finder,Accessories,11.1429650638,19.99,americanexpress,,Kenya,,
2025-05-21,21-4134252,Female,,,8.107473718,4.29,,,Kenya,,36.080026
2024-07-28,57-6393820,Male,Outdoor Camping Hammock,Outdoor,2.3636163594,29.99,instapayment,,Kenya,-0.272699,36.3775152
2023-12-21,85-5263953,Female,Reusable Coffee Filter,Kitchen,3.0628315366,10.99,,,Kenya,0.4607691,
2024-08-15,34-9118835,Male,Spicy Snack Mix,Food - Snacks,5.736792911,4.99,instapayment,,Kenya,,
2024-04-14,78-5678903,Male,Portable Massage Table,Health,0.196318102,199.99,americanexpress,,Kenya,,
2024-09-30,39-9902477,Male,LED Desk Light,Home,4.7529986928,34.99,instapayment,,Kenya,0.0351644,
2025-05-25,28-1652188,Male,Oven Mitts with Pocket,Kitchen,5.7755092849,19.99,,,Kenya,-0.5350427,
2025-03-29,20-5006508,Male,Microwave Popcorn Maker,Kitchen,26.6108434909,19.99,,,Kenya,,
2025-09-16,89-0037326,Female,Travel Mug with Leak-Proof Lid,,6.0199574185,24.99,mastercard,,Kenya,0.636206,34.2782765
2024-09-18,85-9455638,Female,Frozen Chicken Nuggets,Food - Frozen Foods,14.6645571714,4.49,instapayment,,Kenya,,
2023-12-28,39-0293037,Male,Homestyle Beef Stew,Food - Canned Soups,4.6142818611,7.99,mastercard,,Kenya,-1.7775816,37.1097748
2023-12-04,00-2405913,Male,Spicy Tuna Salad,Food - Seafood,12.0332435506,4.49,,,Kenya,-0.2488358,
2025-06-14,81-3683455,Male,Self-Watering Planter,Garden,1.3947716922,24.99,mastercard,,Kenya,,37.6456042
2024-04-24,82-5269597,Male,Adjustable Kneeling Pad,Garden,5.7310414365,18.99,americanexpress,,Kenya,-0.1566093,35.1983598
2024-08-03,94-0749716,Female,Men's Waterproof Hiking Boots,Footwear,15.3335371694,89.99,mastercard,,Kenya,-1.0706976,34.4752715
2025-01-31,67-6901918,Male,Sweet Potatoes,Food - Produce,0.413279499,0.89,visa,,Kenya,,
2023-11-14,94-4849506,Male,Electric Griddle,,9.1930070952,54.99,,,Kenya,-1.1748105,36.8304102
2025-07-26,92-0368429,Male,Collapsible Pet Dog Bowl,Pets,5.7302797814,9.99,visa,,Kenya,,34.2747004
2024-08-13,75-0212810,Male,Paprika,Food - Spices,2.0594649989,1.79,instapayment,,Kenya,,
2024-01-20,63-6406407,Male,Tailored Blazer,Clothing - Outerwear,18.6852355861,99.99,,,Kenya,,
2024-08-25,69-1155317,Female,Garam Masala Spice Blend,Food - Spices,7.5490517369,2.79,bankcard,,Kenya,,
2024-09-25,26-9025032,Male,Microfiber Cleaning Cloth Set,,11.5525916075,9.99,instapayment,,Kenya,-0.4277809,
2023-12-19,69-0645378,Female,Ergonomic Gaming Chair,Gaming,8.9989089844,199.99,americanexpress,,Kenya,,
2023-10-25,32-1497713,Male,Energy Bites,Food - Snacks,11.176201827,3.99,,,Kenya,0.5142775,35.2697802
2024-01-03,,Female,Chocolate Peanut Butter Cups,Food - Snacks,13.4390422437,2.29,mastercard,,Kenya,-0.3688967,35.286286
2025-05-31,73-6042883,Male,Backpacking Tent,Outdoor,5.0526944298,109.99,americanexpress,,Kenya,3.9356389,41.8551162
2024-03-02,07-9994005,Female,Pecan Pie Filling,Food - Baking Goods,24.5068997753,3.99,,,Kenya,,
2025-06-18,28-6197465,Female,Couscous,Food - Grains,27.258313479,2.49,americanexpress,,Kenya,0.0351644,
2023-12-03,36-0398031,Male,Elegant Maxi Skirt,Clothing - Bottoms,10.8055711725,44.99,visa,,Kenya,-0.0917016,34.7679568
2024-02-12,95-6452855,Male,Organic Fruit Salad,Food - Produce,2.4952241419,4.49,mastercard,,Kenya,-0.1566093,
2023-11-28,42-7563599,Male,Pecan Pie Filling,Food - Baking Goods,27.1228242818,3.99,visa,,Kenya,,37.9952144
2025-01-26,27-6328632,Female,Chili Garlic Sauce,Food - Condiments,0.2365533926,2.49,visa,,Kenya,-0.2488358,
2025-03-28,62-1574324,Female,Bicycle Repair Kit,Outdoor,1.7396532811,14.99,,,Kenya,,36.8304102
2025-04-23,41-1340401,Male,Kids' Crafting Station,Toys,17.3291185466,49.99,instapayment,,Kenya,-4.1393386,39.3180297
2023-11-02,16-8485339,Male,Smart Wi-Fi Camera,Smart Home,6.326101214,89.99,bankcard,,Kenya,,
2023-11-01,14-9469001,Male,Herb Seasoned Croutons,Food - Salad Toppings,4.0289358972,2.99,americanexpress,,Kenya,0.0514721,37.6456042
2025-05-24,16-6198590,Female,Crew Neck Sweater,Clothing - Sweaters,17.5822834721,39.99,,,Kenya,0.3332218,34.4877423
2024-09-18,14-9065173,Female,Aeropress Coffee Maker,Kitchen,12.5664423544,29.99,instapayment,,Kenya,1.2481932,35.1103736
2025-01-14,65-9781987,Male,Chocolate Peanut Butter Cups,Food - Snacks,5.5122391995,2.29,instapayment,,Kenya,,35.8770642
2024-10-22,28-8328681,Female,Vegetarian Pizza,Food - Frozen Foods,28.4286292966,5.49,mastercard,,Kenya,,34.305278
2024-06-20,18-2750144,Male,Cold Brew Coffee Maker,Kitchen,11.3469776307,34.99,,,Kenya,-0.0917016,34.7679568
2025-04-22,51-8518029,Female,Outdoor Picnic Blanket,Outdoor,8.6471341229,34.99,mastercard,,Kenya,,
2024-01-07,20-1499962,Female,Cherry Almond Protein Bar,Food - Snacks,21.1939736978,1.99,mastercard,,Kenya,0.202957,35.0978385
2024-06-16,23-7521344,Male,Electric Griddle with Lid,Kitchen,0.4827869111,49.99,visa,,Kenya,,
2025-06-28,84-8669484,Female,Pressure Washer Accessories Kit,Home Improvement,26.339454758,39.99,instapayment,,Kenya,,40.058633
2024-01-06,72-2025516,Male,Balsamic Fig Dressing,Food - Condiments,7.3635498687,3.79,bankcard,,Kenya,,
2024-05-14,32-3520445,Male,Garden Hoses with Expandable Features,Garden,0.2954777193,34.99,,,Kenya,,34.779603
2024-02-16,72-8038866,Female,Italian Pasta,Food - Grains,5.717233448,2.29,bankcard,,Kenya,,35.2066038
2025-10-14,,Male,Denim Jacket,Clothing - Outerwear,0.3288757887,69.99,bankcard,,Kenya,,
2024-07-18,96-2184867,Female,Computer Monitor Stand,Office,2.6909977612,29.99,americanexpress,,Kenya,-0.1566093,35.1983598
2025-07-30,87-5072297,Male,Non-Stick Grill Pan,Kitchen,3.61524897,39.99,visa,,Kenya,,
2025-10-18,03-2822565,Male,Buffalo Chicken Dip,Food - Dips,2.8916744858,5.99,bankcard,,Kenya,,39.3180297
2024-09-08,69-7866829,Female,Cranberry Orange Oatmeal,Food - Breakfast,21.4928983836,2.49,mastercard,,Kenya,-1.0387569,37.0833753
2024-05-02,49-7904354,Male,Portable Air Conditioner,Home Appliances,24.2094341786,299.99,mastercard,,Kenya,,34.7518631
2023-12-08,71-6880036,Male,Toy Building Set,Toys,1.367794329,29.99,instapayment,,Kenya,-0.5350427,
2024-02-22,06-9304468,Male,Outdoor Adventure Kit,Outdoor,6.1380416848,89.99,bankcard,,Kenya,0.393611,34.305278
2025-05-20,63-1224578,Male,Portable Bluetooth Speaker,Audio,18.8998055073,49.99,,,Kenya,1.3081095,35.2066038
2025-01-03,30-2351670,Female,Pineapple Rings,Food - Canned Goods,4.0653901512,2.49,bankcard,,Kenya,-1.5176837,
2025-10-17,79-8596270,Female,Peanut Butter Banana Smoothie,Food - Beverages,4.754007505,3.99,instapayment,,Kenya,,
2025-02-28,36-6825695,Male,Compact Hair Dryer,Beauty,0.4490251047,29.99,instapayment,,Kenya,1.3081095,35.2066038
2025-01-03,78-3893634,Female,Pumpkin Spice Latte Mix,Food - Beverages,5.1703860068,3.29,instapayment,,Kenya,-0.0917016,
2024-02-07,69-2844926,Male,Outdoor Portable Fire Pit,Outdoor,4.4742354397,149.99,instapayment,,Kenya,-0.677334,
2023-11-21,92-0674829,Male,Pet Hair Vacuum Attachment,Pets,4.1846473611,14.99,,,Kenya,-0.4993281,37.2784835
2024-02-13,84-4243193,Female,Cinnamon Sugar Mix,Food - Baking,25.3763992078,1.49,visa,,Kenya,-0.0998238,34.2747004
2024-08-10,06-6013225,Male,Mini Electric Kettle,Kitchen,1.4752872596,29.99,,,Kenya,1.3081095,
2024-10-18,,Male,Cranberry Citrus Sauce,Food - Condiments,18.5953089721,3.99,instapayment,,Kenya,,
2023-10-28,13-1326013,Male,Fitness Resistance Bands Set,Fitness,5.8463977071,34.99,,,Kenya,-0.7171778,
2025-05-08,,Female,Organic Tomato Ketchup,Food - Condiments,4.2549932627,3.49,instapayment,,Kenya,,
2024-02-06,33-4906551,Male,Mango Salsa,Food - Condiments,3.3130151396,3.49,bankcard,,Kenya,,39.9093269
2025-09-21,16-8277029,Male,Garlic Herb Cream Cheese,Food - Dairy,4.3800079556,2.99,,,Kenya,,
2025-07-28,93-6805074,Female,Crew Neck Sweater,Clothing - Sweaters,5.0939869286,39.99,,,Kenya,,37.9943453
2024-05-14,48-6792177,Male,Smartphone Photography Tripod,Electronics,8.3554942249,29.99,,,Kenya,,35.6040785
2025-06-11,07-7590202,Female,Chocolate Coconut Protein Balls,Food - Snacks,4.3435739431,2.99,bankcard,,Kenya,,
2024-07-13,62-1151029,Female,Orange Ginger Vinaigrette,Food - Condiments,20.2255104,3.99,visa,,Kenya,0.5695252,34.5583766
2024-11-25,23-4984764,Male,Lemon Dill Chicken Skewers,Food - Meat,16.5446872041,9.99,americanexpress,,Kenya,-1.2816645,36.8458837
2025-01-27,15-3445430,Female,Magnetic Puzzle Board,Toys,1.1698089899,24.99,,,Kenya,3.9356389,41.8551162
2023-12-29,41-0659972,Male,Strawberry Fruit Spread,Food - Jams & Jellies,14.4915775177,3.59,americanexpress,,Kenya,,34.779603
2024-09-10,61-8221237,Male,Vegetable Samosas,,6.1195959077,4.99,visa,,Kenya,-0.2488358,35.7323709
2024-03-18,27-9729313,Female,Pet Reflective Vest,Pets,14.715572184,18.99,visa,,Kenya,,34.5583766
2023-11-16,,Female,Frozen Vegetarian Pizza,Food - Frozen Meals,2.3219855785,6.49,bankcard,,Kenya,,
2024-10-29,,Male,Sliced Olives,Food - Condiments,11.7131085282,1.99,,,Kenya,-0.5388381,37.4596409
2025-01-31,46-0568709,Male,LED Camping Lantern with USB Charging,Outdoor,1.8969222845,34.99,visa,,Kenya,,
2025-05-01,00-2506454,Female,Olive Oil,Food - Condiments,13.2025579965,7.99,bankcard,,Kenya,0.5695252,
2025-07-11,83-7641630,Female,Mini Projector for Smartphones,Electronics,7.8893114653,99.99,mastercard,,Kenya,,
2024-06-24,20-9771618,Female,Almond Quinoa Salad,Food - Salads,13.8289079033,5.99,americanexpress,,Kenya,,
2023-10-25,20-9111038,Female,Sushi Rice,Food - Grains,5.1977839878,3.99,,,Kenya,,
2025-02-06,42-3850503,Male,Sporty Leggings,Clothing - Activewear,27.2510286317,39.99,visa,,Kenya,-0.4993281,
2025-06-22,88-5018374,Male,Ramen Noodles,Food - Pasta,0.5667736499,0.99,bankcard,,Kenya,0.5142775,35.2697802
2023-11-21,57-8817769,Female,Adjustable Height Standing Desk Converter,Office,3.7841592409,89.99,,,Kenya,,39.9093269
2024-05-07,31-7394274,Male,Vegetable Fried Rice Mix,Food - Frozen Food,2.9281398729,3.99,,,Kenya,,35.286286
2025-02-21,47-0770806,Female,Whole Wheat Pita Bread,Food - Bread,1.4358654439,2.79,,,Kenya,,41.8551162
2025-08-10,97-1923867,Female,Fruit and Nut Bars,Food - Snacks,4.4961218867,1.99,mastercard,,Kenya,1.0784436,
2024-09-24,48-1799239,Female,LED Makeup Mirror,Beauty,21.6192067893,39.99,americanexpress,,Kenya,-0.4532293,39.6460988
2025-04-20,96-7270887,Female,Honey BBQ Ribs,Food - Meat,8.4869065871,12.99,mastercard,,Kenya,-0.1634664,
2024-05-12,45-1155054,Female,Relaxed Fit Henley Shirt,Clothing - Tops,9.0831759891,29.99,,,Kenya,,
2025-08-21,71-7103256,Male,Chipotle Black Bean Salad,Food - Salads,13.1921459164,3.29,,,Kenya,1.0931431,
2025-02-10,85-6021380,Male,Handheld Vacuum,Home Appliances,5.7169579202,79.99,visa,,Kenya,,35.8770642
2025-03-30,91-8048286,Male,Memory Foam Pillow,Home,30.9792467821,39.99,bankcard,,Kenya,,
2024-09-07,79-1132723,Male,Ricotta Cheese,Food - Dairy,12.4037826214,4.99,americanexpress,,Kenya,,34.779603
2025-03-16,17-6453826,Male,Travel Document Organizer,Travel,2.5054632214,15.99,bankcard,,Kenya,,
2024-04-14,96-5745937,Male,Honey Mustard Dip,Food - Condiments,22.2756781739,3.29,instapayment,,Kenya,-0.1634664,35.5931397
2025-06-20,66-7939759,Male,Portable Hand Warmer,Accessories,12.4786787149,24.99,,,Kenya,0.3332218,34.4877423
2025-08-18,57-0901034,Female,Carrot Sticks,Food - Produce,10.6584579068,2.49,,,Kenya,,35.743418
2025-02-22,52-1205391,Male,Pumpkin Pancake Mix,Food - Breakfast,11.9142593257,4.19,instapayment,,Kenya,-4.0434771,
2024-05-13,49-8890403,Female,Kids' Gardening Kit,Toys,4.9669160294,24.99,bankcard,,Kenya,,35.6040785
2025-02-15,22-8216494,Female,Measuring Cups Set,Kitchen,6.5870734752,19.99,,,Kenya,,
2024-09-06,88-0346474,Female,Herb Garden Planter Box,Garden,19.3934766886,49.99,bankcard,,Kenya,,35.743418
2024-08-03,94-7588454,Female,Miso Soup Mix,Food - Soups,16.6279668718,3.29,visa,,Kenya,,34.2747004
2025-05-11,59-1424272,Female,Collapsible Pet Dog Bowl,Pets,2.7200247714,9.99,instapayment,,Kenya,1.2481932,35.1103736
2023-12-21,14-2807888,Male,Magnetic Spice Jars,Kitchen,3.0374885398,24.99,bankcard,,Kenya,3.5399846,39.0528407
2025-02-24,34-2344218,Female,Cinnamon Sugar Mix,Food - Baking,4.1445270553,1.49,,,Kenya,,37.1097748
2025-08-28,13-9429565,Female,Thai Red Curry Paste,Food - Condiments,10.1251762857,3.99,mastercard,,Kenya,0.0074415,
2024-08-04,02-1716061,Male,Almond Joy Snack Bars,Food - Snacks,9.1221090385,2.99,mastercard,,Kenya,,
2024-01-27,89-4929134,Female,Quinoa & Black Bean Salad,Food - Salads,0.2385615832,7.49,,,Kenya,-1.0875428,35.8770642
2025-09-07,87-4637017,Female,LED Desk Light,Home,4.8700336587,34.99,mastercard,,Kenya,0.5695252,34.5583766
2023-12-07,68-7314016,Male,,Garden,16.3385424902,34.99,bankcard,,Kenya,,
2024-01-30,51-6910041,Male,Air Mattress,Outdoor,6.4310847948,49.99,instapayment,,Kenya,,
2024-11-20,87-0256592,Male,Blender Bottle,Fitness,22.4755628176,12.99,bankcard,,Kenya,0.5142775,35.2697802
2025-01-02,02-7376339,Female,Foldable Electric Scooter,Outdoor,14.6409862385,349.99,bankcard,,Kenya,,
2024-01-11,67-6512241,Male,Pet Training Pads,Pets,39.0704009001,24.99,mastercard,,Kenya,-0.272699,36.3775152
2023-12-08,04-4113818,Male,Sweetened Condensed Milk,Food - Baking Goods,19.2958108512,1.89,mastercard,,Kenya,-0.272699,36.3775152
2023-10-27,30-8589312,Female,Ground Cinnamon,,3.9866879369,1.99,mastercard,,Kenya,,34.4752715
2024-09-14,86-9775075,Female,Organic Whole Grain Oats,Food - Breakfast,11.3115802597,2.49,,,Kenya,,
2024-03-20,71-9633565,Male,Mediterranean Chickpea Salad,Food - Salads,7.2247090155,5.99,,,Kenya,-4.1393386,39.3180297
2025-04-07,48-5816666,Male,Herb Seasoned Couscous,Food - Grains,0.1961792138,2.49,visa,,Kenya,-4.1393386,39.3180297
2024-06-30,54-7367684,Female,Wine Glasses,Home,9.5340213488,29.99,bankcard,,Kenya,,
2024-08-19,33-2148382,Female,Adjustable Kitchen Broom Stand,Home,6.2233762784,14.99,,,Kenya,-0.5350427,34.4530968
2024-06-14,74-9881702,Female,Eco-Friendly Yoga Mat,Fitness,19.4584022075,39.99,,,Kenya,,39.6682065
2025-04-12,06-3200449,Male,Wooden Toy Train Set,,2.556212391,29.99,instapayment,,Kenya,-2.2695575,
2024-02-13,44-8291722,Male,Electric Hot Pot,Kitchen,16.5365893637,49.99,,,Kenya,,
2025-03-20,82-3787820,Male,Under Desk Footrest,Office,4.5287420523,29.99,,,Kenya,0.4607691,34.1114621
2023-11-21,88-6716764,Male,Magnetic Chess Set,Toys,29.6563364391,19.99,bankcard,,Kenya,-0.5350427,34.4530968
2024-08-13,04-8385514,Female,Faux Leather Leggings,Clothing - Pants,0.2643904078,49.99,mastercard,,Kenya,-1.1939843,34.6165033
2024-06-27,31-1518158,Female,Non-Stick Baking Sheets,Kitchen,0.8328710845,29.99,bankcard,,Kenya,-0.2488358,
2024-03-09,03-2608292,Female,Nutty Granola Clusters,Food - Cereal,14.1680805318,2.49,mastercard,,Kenya,0.5992059,
2023-12-23,00-9536038,Female,Smart LED Desk Lamp,Office,14.4419187598,39.99,,,Kenya,-0.5388381,
2024-04-10,,Male,Memory Card,Storage,19.9945053062,15.99,visa,,Kenya,,
2025-09-16,64-0177983,Male,Gaming Mousepad,Gaming,0.5552841568,19.99,,,Kenya,-0.1634664,
2023-11-11,04-6261936,Male,Herbal Tea Infuser,Kitchen,5.2068544956,9.99,,,Kenya,0.393611,
2025-07-18,91-8498593,Female,Crispy Tofu Bites,Food - Protein,0.3620436044,4.99,visa,,Kenya,-0.272699,
2025-08-13,66-6672004,Male,Cocoa Powder,Food - Baking,17.0028525558,3.99,americanexpress,,Kenya,-2.0980751,
2024-12-22,62-3477881,Female,,Outdoor,1.0835192756,49.99,instapayment,,Kenya,,37.6456042
2025-06-03,56-1307209,Female,Pet Activity Tracker,Pets,7.0529228104,59.99,visa,,Kenya,0.490107,
2024-03-27,95-2075570,Female,Scent Diffuser,Home,3.3477628744,34.99,mastercard,,Kenya,-0.4277809,36.9433591
2023-11-05,87-9652914,Female,Party Mini Dress,Clothing - Dresses,9.8384618881,69.99,americanexpress,,Kenya,,
2025-01-13,81-3459176,Female,High-Low Hem Tee,Clothing - Tops,7.545602195,22.99,instapayment,,Kenya,0.5992059,34.779603
2024-12-24,50-2705482,Male,Hiking Gaiters,Outdoor,4.3335480541,29.99,americanexpress,,Kenya,,34.305278
2024-11-13,99-0353885,Female,Kettle BBQ Grill,Outdoor,27.6516149081,99.99,visa,,Kenya,0.355636,37.5833061
2024-08-25,44-6962116,Female,Cushion Covers,,4.7338124946,35.0,,,Kenya,,
2025-03-03,29-9418683,Male,Vegetable Medley,Food - Produce,5.3350523575,2.99,,,Kenya,0.6812449,
2025-08-19,31-0808862,Male,Classic Watch,Accessories,4.9854926972,99.99,instapayment,,Kenya,,36.7018311
2025-06-21,70-2861020,Male,Solar Power Bank,Electronics,2.4547207523,39.99,mastercard,,Kenya,,37.0833753
2024-05-25,25-6119464,Male,,Pets,1.4747829668,79.99,,,Kenya,0.2827307,
2024-07-22,44-0664443,Male,Organic Spinach,Food - Produce,4.7564109709,2.99,,,Kenya,,
2025-07-01,39-8111502,Male,Skincare Set,Beauty,11.4221383665,54.99,instapayment,,Kenya,-0.7134403,
2024-07-08,77-8041395,Male,Cranberry Citrus Sauce,Food - Condiments,0.8724307777,3.99,,,Kenya,,
2025-01-10,78-7199675,Female,Blue Denim Jeans,Clothing - Bottoms,1.1319508997,49.99,,,Kenya,,34.1114621
2024-12-20,24-5103901,Female,Spicy Tuna Salad,Food - Seafood,35.0858449868,4.49,,,Kenya,3.9356389,41.8551162
2024-05-01,70-2900658,Male,Vegetable Sushi Rolls,Food - Prepared Meals,8.5969715872,5.99,mastercard,,Kenya,0.2827307,34.7518631
2023-11-30,69-8610164,Female,Ankle Boots,Clothing - Footwear,4.1807710076,89.99,bankcard,,Kenya,-0.5350427,
2024-08-01,16-6605985,Male,Thai Green Curry Paste,Food - Sauces,34.2630402444,2.49,bankcard,,Kenya,-0.0917016,
2025-03-10,04-5811063,Female,Portable Air Conditioner,Home Appliances,0.1319215823,299.99,visa,,Kenya,-3.3973104,
2025-03-11,76-4040204,Female,Creamy Ranch Dressing,Food - Dressings,6.3514589345,2.49,,,Kenya,,39.9093269
2024-09-05,40-4241240,Female,Maple Almond Butter,Food - Nut Butters,14.3102057203,5.49,americanexpress,,Kenya,,
2025-01-11,22-4204188,Male,Portable USB-C Monitor,Electronics,5.8633492332,199.99,,,Kenya,,
2025-03-17,18-2616116,Female,Herb Seasoned Croutons,Food - Salad Toppings,12.8119611234,2.99,,,Kenya,-0.4993281,
2024-12-02,23-2709068,Male,Compact Pop-Up Tent,Outdoor,6.9001919447,69.99,americanexpress,,Kenya,-0.7771138,
2024-03-10,11-7829983,Male,Pet Safety Harness,Pets,12.5564714233,24.99,mastercard,,Kenya,-0.4993281,
2025-03-30,03-1696723,Female,Almond Quinoa Salad,Food - Salads,9.0199903114,5.99,mastercard,,Kenya,0.5695252,34.5583766
2024-03-22,40-0836241,Female,Sparkling Blood Orange Soda,Food - Beverages,0.034381558,1.99,mastercard,,Kenya,0.4607691,34.1114621
2023-12-02,25-4608164,Female,Beef Stroganoff Mix,Food - Meal Kits,5.248709672,5.49,visa,,Kenya,0.0514721,
2024-09-01,63-9479763,Female,Smartphone Tripod with Remote,Photography,31.4256151487,29.99,,,Kenya,,36.7442377
2025-09-14,90-4430161,Female,Crispy Kale Chips,Food - Snacks,0.7666793779,2.99,,,Kenya,,
2023-12-24,91-0304432,Female,Creamy Avocado Dip,Food - Snacks,25.9575734477,3.49,instapayment,,Kenya,0.5992059,34.779603
2024-03-18,11-5958484,Male,LED Camping Lantern with USB Charging,Outdoor,5.1087688514,34.99,americanexpress,,Kenya,,
2025-10-15,31-3696077,Male,Pasta (Fusilli),Food - Pasta,1.6038611555,1.79,,,Kenya,,37.9952144
2023-11-29,99-9205600,Female,Fruit and Nut Energy Bites,Food - Snacks,8.8093824789,2.99,mastercard,,Kenya,,37.4596409
2024-06-01,04-3716884,Female,Maple Cinnamon Almonds,Food - Nuts,5.4372645652,4.29,bankcard,,Kenya,,39.9093269
2024-06-12,23-7353586,Male,Pleated Midi Dress,Clothing - Dresses,18.1411479036,79.99,mastercard,,Kenya,0.2827307,34.7518631
2024-04-07,65-3993826,Female,Organic Coconut Sugar,Food - Baking Goods,8.3204750179,4.19,,,Kenya,-1.7864953,37.6311071
2024-05-22,37-6360311,Male,Electric Heat Pad,Health,14.3219569666,24.99,instapayment,,Kenya,-0.5388381,37.4596409
2024-12-25,13-3736707,Male,USB-C Hub,Computers,2.9236759709,39.99,,,Kenya,0.490107,35.743418
2025-03-09,35-8689242,Female,Mixed Berry Smoothie Pack,Food - Frozen Food,6.8241226519,5.99,mastercard,,Kenya,,
2025-07-14,70-5639386,Female,Homestyle Beef Stew,Food - Canned Soups,0.1417016937,7.99,,,Kenya,-1.7775816,37.1097748
2025-08-01,39-6399223,Male,Magnetic Spice Jars,Kitchen,6.2552313218,24.99,americanexpress,,Kenya,,
2025-05-29,83-3939421,Female,Buffalo Cauliflower Bites,Food - Freezer,8.4265254757,6.29,bankcard,,Kenya,-1.7864953,37.6311071
2024-12-27,81-8758061,Female,Lentil Pasta,Food - Pasta,8.8575236257,4.99,instapayment,,Kenya,,
2024-04-21,79-3986985,Female,Solar Power Bank,Electronics,4.0604051907,39.99,mastercard,,Kenya,0.0074415,
2024-04-28,49-2358905,Female,Pest Control Traps,Home,13.4975486123,22.99,,,Kenya,,40.058633
2024-02-23,92-0630797,Female,Organic Whole Wheat Flour,Food - Baking Goods,8.0315788382,2.99,visa,,Kenya,,
2025-04-06,49-3880572,Male,Safety Goggles,Safety,1.4139732738,14.99,instapayment,,Kenya,,
2024-05-15,36-6390335,Female,Creamy Coleslaw Mix,Food - Produce,2.5504758774,2.39,,,Kenya,,35.743418
2024-10-09,,Male,Personal Security Alarm Keychain,Safety,3.5421316447,10.99,visa,,Kenya,1.7488388,
2025-06-05,55-8257606,Male,Canned Sardines,Food - Seafood,15.6290869043,3.29,bankcard,,Kenya,0.355636,
2025-02-28,87-3099143,Male,Multi-Function Smartphone Holder,Electronics,3.1101935023,12.99,visa,,Kenya,-1.0706976,
2025-09-27,63-4909418,Male,Smartphone UV Sanitizer,Health,1.5457292892,39.99,visa,,Kenya,-2.2695575,40.9006408
2024-12-01,,Female,Watercolor Set,Art Supplies,4.9023233895,19.99,bankcard,,Kenya,-1.1939843,
2025-07-10,86-5547734,Female,Folding Backpack Chair,Outdoor,11.5947204634,49.99,instapayment,,Kenya,-0.3030988,
2025-04-01,19-5917694,Male,Rolling Cooler,Outdoor,9.4258104724,59.99,instapayment,,Kenya,,
2025-10-17,58-4390745,Male,Caraway Rye Bread,Food - Bakery,3.0036595657,4.79,bankcard,,Kenya,,
2025-07-12,84-6679981,Female,Bamboo Toothbrush Holder,Health,13.8264102402,14.99,instapayment,,Kenya,-0.582624,
2024-11-01,16-6724858,Female,Creamy Avocado Dip,Food - Snacks,36.5871813634,3.49,mastercard,,Kenya,1.2481932,35.1103736
2025-02-25,22-4140448,Female,Peanut Butter Protein Balls,Food - Snacks,32.762320531,5.29,instapayment,,Kenya,,34.7518631
2024-07-21,46-9342438,Female,Chia Seed Pudding Mix,Food - Breakfast,7.7463508091,4.19,mastercard,,Kenya,,37.2784835
2024-03-19,36-1897528,Female,Pasta (Fusilli),Food - Pasta,11.4183699769,1.79,mastercard,,Kenya,,40.9006408
2024-10-16,73-7129911,Female,Digital Camera,Electronics,2.6981466303,299.99,bankcard,,Kenya,-1.1748105,36.8304102
2024-04-13,77-8202127,Male,Berries Medley,Food - Produce,4.3020052887,6.99,bankcard,,Kenya,,37.0373502
